Date,XU100,THYAO,PGSUS,AKBNK,GARAN,EREGL,KRDMD,ASELS,OTKAR,BIMAS,MGROS,TUPRS,ENJSA
2021-10-12,2144789000.0,84977064.0,8332931.0,80628129.0,192434349.0,71656260.0,113429134.0,169049268.0,1723575.0,4351692.0,1205608.0,37380819.0,3221649.0
2021-10-13,2563662200.0,102408453.0,9053540.0,83160348.0,161036717.0,68401746.0,133193564.0,170140262.0,5689115.0,6176976.0,1189863.0,55172418.0,3053047.0
2021-10-14,1775404100.0,61588784.0,9470892.0,50738067.0,158680320.0,71052368.0,82812287.0,141070152.0,1597140.0,13102578.0,1245721.0,45937101.0,7245800.0
2021-10-15,2608280200.0,92148022.0,15501798.0,93688964.0,329506686.0,99540500.0,144444591.0,86642802.0,1219260.0,14351224.0,1187014.0,47242671.0,4274279.0
2021-10-18,2047698700.0,71777645.0,11709442.0,89035160.0,240099859.0,71199762.0,141071593.0,89867770.0,1391160.0,13190398.0,755006.0,55554135.0,12944958.0
2021-10-19,1906715300.0,79942830.0,14737617.0,96837740.0,203568437.0,51838724.0,101375499.0,58942452.0,1526905.0,8147614.0,2252250.0,28147812.0,4932304.0
2021-10-20,2208567700.0,179373133.0,15769175.0,80987360.0,198220752.0,52208016.0,84436093.0,91938432.0,994110.0,7218220.0,1646486.0,40890556.0,6252817.0
2021-10-21,3429893000.0,104907649.0,9358971.0,152758302.0,478944606.0,118102068.0,161822983.0,87305072.0,3134080.0,12539666.0,3419387.0,58753919.0,6144592.0
2021-10-22,2706668900.0,81705323.0,7364190.0,127324802.0,376782530.0,105852436.0,125395715.0,98214642.0,1713515.0,10452782.0,2132924.0,57056041.0,6213979.0
2021-10-25,3060693400.0,75085394.0,6256313.0,152444701.0,426474663.0,81934280.0,120331657.0,79233384.0,1562345.0,18009414.0,1595496.0,41353823.0,6369182.0
2021-10-26,2246666500.0,95052719.0,8766867.0,91973826.0,272365102.0,87054170.0,98165079.0,81357380.0,2052305.0,21700026.0,2170184.0,46995718.0,4203672.0
2021-10-27,2927463700.0,100470372.0,10129574.0,200007325.0,306391488.0,142828114.0,101741345.0,121761514.0,1948665.0,30146464.0,1787654.0,39760210.0,3570278.0
2021-10-28,1095134000.0,25935879.0,3765885.0,64075060.0,196122762.0,37720958.0,27191977.0,21549112.0,386305.0,9635900.0,506621.0,9769452.0,1677269.0
2021-11-01,2569173400.0,77646692.0,7888013.0,118833867.0,270286644.0,62625352.0,88193894.0,55145814.0,1099070.0,27633162.0,3150041.0,27324675.0,4178735.0
2021-11-02,2649191600.0,86716520.0,8440610.0,141654912.0,340278304.0,74695940.0,87481557.0,33224556.0,991320.0,15221974.0,1481761.0,34803937.0,6008352.0
2021-11-03,4390871100.0,145824969.0,16395325.0,150783476.0,447246852.0,109825522.0,133761722.0,71054410.0,1379780.0,12504426.0,1805847.0,39013296.0,6982398.0
2021-11-04,3995947300.0,205042533.0,31292318.0,134145679.0,252085325.0,65886274.0,115645285.0,87697692.0,1042865.0,10485654.0,2510053.0,38629101.0,5999952.0
2021-11-05,3136853600.0,220289421.0,28024909.0,122398297.0,299894438.0,61234260.0,107806991.0,90015534.0,885985.0,7940162.0,1419973.0,48402130.0,4163527.0
2021-11-08,3176989900.0,173114727.0,33594563.0,96170826.0,295234195.0,88923634.0,134635993.0,116160188.0,1437560.0,10951180.0,4263497.0,30648562.0,2986850.0
2021-11-09,4438372300.0,163597493.0,23192148.0,120695825.0,319142683.0,126574868.0,147385164.0,122013752.0,2020005.0,18637080.0,2467582.0,42963424.0,3844740.0
2021-11-10,3398869700.0,101855749.0,27672376.0,142729245.0,349619162.0,99582108.0,85731573.0,82248038.0,1128160.0,18998702.0,5685638.0,51702175.0,4416063.0
2021-11-11,4057827400.0,108707676.0,18139313.0,99050441.0,331517127.0,118566382.0,164852573.0,112299320.0,1597510.0,8679792.0,2832483.0,75125883.0,3463690.0
2021-11-12,2828953500.0,82572266.0,15421134.0,72577034.0,186583443.0,59132912.0,109856588.0,79140104.0,1602830.0,9542782.0,5110993.0,32397484.0,3092588.0
2021-11-15,4669385500.0,202411264.0,17688075.0,174071198.0,14837964.0,97769460.0,196114837.0,128620152.0,2780120.0,16861886.0,3997693.0,52365950.0,9172488.0
2021-11-16,4893366200.0,102890120.0,13825826.0,393995693.0,332518764.0,78231640.0,97621073.0,94973666.0,2158010.0,15621632.0,6960286.0,54963699.0,8873118.0
2021-11-17,3382413600.0,75615923.0,6472701.0,113367436.0,238391959.0,86409628.0,188138219.0,67439712.0,1671425.0,10370910.0,5198380.0,42682276.0,8242690.0
2021-11-18,6133931600.0,104139179.0,11910449.0,408721430.0,585903143.0,145615972.0,253616255.0,157489212.0,3035115.0,18993412.0,4457222.0,49941171.0,15242918.0
2021-11-19,3616528100.0,162553427.0,25712805.0,112590112.0,178007663.0,118053078.0,285654640.0,82372096.0,1512275.0,8570610.0,2150698.0,36462769.0,10968749.0
2021-11-22,2704386700.0,148782796.0,15314667.0,86075265.0,150631736.0,64696220.0,153634061.0,62038250.0,1661085.0,13401762.0,3356173.0,28566776.0,8479103.0
2021-11-23,5636652900.0,152209934.0,30270863.0,291014756.0,397787117.0,188535288.0,451090772.0,163089762.0,3384330.0,16342554.0,4363716.0,68865489.0,10550308.0
2021-11-24,5032322400.0,174965138.0,48674156.0,363469148.0,420541692.0,154750152.0,278832299.0,151995132.0,2213335.0,15321164.0,4294867.0,69587448.0,9389640.0
2021-11-25,3397984700.0,71106786.0,25050555.0,168362967.0,163524304.0,78708036.0,186332132.0,173648686.0,2921440.0,7240054.0,2289630.0,41756085.0,4674001.0
2021-11-26,3832466000.0,200728655.0,36411203.0,159358876.0,169002203.0,72012182.0,145771255.0,126525372.0,1616585.0,10948258.0,3702808.0,46335107.0,4280636.0
2021-11-29,3044014500.0,180958754.0,24619850.0,127200083.0,185822456.0,62907108.0,135011507.0,168603494.0,1664535.0,8548954.0,4303555.0,38028949.0,5313400.0
2021-11-30,3357224800.0,30.0,22915041.0,209301216.0,245035471.0,99366192.0,137893027.0,310690406.0,1524055.0,16615884.0,3470378.0,32546703.0,5569705.0
2021-12-01,3828888300.0,190881208.0,43609195.0,162163561.0,334426883.0,109508084.0,215036770.0,197947728.0,2223165.0,11710754.0,2818443.0,38543946.0,5704532.0
2021-12-02,3626407700.0,121398696.0,17081358.0,109060822.0,169697906.0,119619440.0,248658179.0,108781946.0,1270690.0,6823982.0,2414578.0,24245319.0,4785709.0
2021-12-03,3682426400.0,185039874.0,28362011.0,136373993.0,150813859.0,95356742.0,152865268.0,83052296.0,1367965.0,9937946.0,2788530.0,23633603.0,3041070.0
2021-12-06,3721283800.0,96347342.0,14147997.0,131559340.0,248004252.0,75492702.0,136952201.0,115317972.0,1493310.0,17253390.0,3262635.0,23267349.0,4688636.0
2021-12-07,4351992900.0,102908092.0,18410785.0,187657853.0,251790326.0,163293506.0,347356166.0,215510868.0,1674890.0,31432172.0,3827528.0,34371484.0,9965993.0
2021-12-08,5531176000.0,251748495.0,44473968.0,209192363.0,410614582.0,110745788.0,276690921.0,222898702.0,2030970.0,20050314.0,3351835.0,35634221.0,6482908.0
2021-12-09,4967184400.0,233237867.0,45043203.0,167332237.0,277325529.0,159136474.0,389554297.0,252201382.0,1411860.0,25796200.0,4077715.0,37331154.0,4646893.0
2021-12-10,4362181500.0,237428412.0,27772625.0,159598791.0,151096196.0,96567080.0,349924851.0,139113092.0,963200.0,30517396.0,8133737.0,56573251.0,4079794.0
2021-12-13,4768326800.0,140080140.0,21255378.0,185683661.0,330074543.0,106857478.0,288844533.0,202470152.0,1167925.0,21388596.0,10467273.0,58761731.0,6024547.0
2021-12-14,6273059200.0,113878269.0,22883970.0,237433520.0,678063044.0,105529598.0,215172155.0,102453296.0,1297770.0,17364302.0,8132292.0,61315688.0,6647726.0
2021-12-15,5558227600.0,211139797.0,29848482.0,170927211.0,348352820.0,129498496.0,295460964.0,119571244.0,1588175.0,17011784.0,6578239.0,45735508.0,5997002.0
2021-12-16,5935348300.0,151817462.0,21854857.0,255865289.0,374121222.0,177231362.0,348298701.0,170126778.0,1635295.0,25341068.0,7425007.0,53232669.0,7122558.0
2021-12-17,8279014300.0,193190400.0,22749605.0,449895318.0,656202412.0,181792788.0,258139952.0,169112710.0,3696775.0,29631576.0,7419086.0,61961221.0,9702489.0
2021-12-20,5040625000.0,108173898.0,11670761.0,234594065.0,285157157.0,173965610.0,185433503.0,120480416.0,1804180.0,26887242.0,5821530.0,43601145.0,5469509.0
2021-12-21,4367949500.0,81910566.0,8361793.0,261765372.0,500717974.0,128529384.0,108836147.0,73273946.0,1439805.0,41947066.0,5857750.0,31380958.0,4569229.0
2021-12-22,4583903100.0,123793952.0,12701639.0,168090630.0,444475907.0,231826464.0,183292766.0,113309938.0,1257365.0,35098876.0,5563740.0,50067227.0,4410208.0
2021-12-23,3806386700.0,98045462.0,9760707.0,139365923.0,343875872.0,196466658.0,217592312.0,101531212.0,1084630.0,30011914.0,3295722.0,81455164.0,4054228.0
2021-12-24,2530669100.0,96687219.0,11989017.0,67609854.0,151162138.0,183310764.0,171705171.0,80723248.0,1467080.0,20232640.0,2833518.0,30555966.0,3086533.0
2021-12-27,3014802700.0,107676230.0,11333805.0,119223114.0,202712855.0,133832110.0,178787790.0,93720370.0,1489420.0,21586506.0,2784771.0,39666291.0,3420871.0
2021-12-28,2584687100.0,63468592.0,6547003.0,90322870.0,182499858.0,97216724.0,113214073.0,52641402.0,900595.0,18237872.0,1726549.0,26860337.0,3455946.0
2021-12-29,2570994300.0,79161134.0,9833464.0,113406667.0,162409388.0,142583656.0,113617802.0,78238534.0,958625.0,16941398.0,1868953.0,29305843.0,3445293.0
